"y4_hhid","qx_type","interview_status","PID","id_code","hh_c02","hh_c03","hh_c04","hh_c05_1","hh_c05_2a","hh_c05_2b","hh_c05_2_oth","hh_c05_3","hh_c05_4a","hh_c05_4b","hh_c05_4_oth","hh_c05_5","hh_c06","hh_c07a","hh_c07b","hh_c07_oth","hh_c08","hh_c09","hh_c10","hh_c11","hh_c12","hh_c13","hh_c14","hh_c14_oth","hh_c15","hh_c16","hh_c17","hh_c18","hh_c18_oth","hh_c19a","hh_c19b","hh_c20","hh_c21","hh_c21_oth","hh_c22a","hh_c22b","hh_c22c","hh_c22d","hh_c22e","hh_c22f","hh_c22g","hh_c22h","hh_c22i","hh_c22j","hh_c22k","hh_c22l","hh_c23filtera","hh_c23a_1","hh_c23a_2","hh_c23a_3","hh_c23filter","hh_c23b_1","hh_c23b_2","hh_c24","hh_c25"
"0024-001",2,2,"007200103",3,,1,,1,1,,,1,1,,,1,1,,,,3,1,6,1,2,1,,,,13,1,1,,30,1,2,,,0,0,1000,1500,0,1000,0,0,1000,300,0,4800,1,1,2,,,,,2,
"0024-001",2,2,"007201",1,,1,,1,1,,,1,1,,,1,1,,,,10,3,6,2,,2,2,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0024-001",2,2,"007202",2,,1,,1,1,,,1,1,,,1,1,,,,7,1,7,2,,2,4,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0024-001",2,2,"3002100104",4,,2,1,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0025-001",2,2,"007400107",7,,2,2,2,,,,2,,,,2,1,,,,2,1,6,1,1,1,,,,11,1,1,,10,1,2,,,0,0,500,1200,0,0,0,0,0,0,0,1700,1,1,,,,,,2,
"0025-001",2,2,"007401",1,,1,,1,1,,,1,1,,,1,1,,,,10,3,7,2,,2,2,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0025-001",2,2,"007402",2,,1,,1,1,,,1,1,,,1,1,,,,9,2,6,2,,2,2,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0025-001",2,2,"007403",3,,2,2,1,1,,,1,1,,,1,1,,,,10,2,6,1,9,1,,,,22,1,2,,45,1,2,,,0,0,7000,9000,0,0,0,0,0,0,30000,46000,1,1,,,,,,2,
"0025-001",2,2,"007404",4,,2,2,1,1,,,1,1,,,1,1,,,,10,2,6,1,9,1,,,,22,1,2,,45,1,2,,,0,0,7000,9000,0,0,0,0,0,0,30000,46000,1,1,,,,,,2,
"0025-001",2,2,"007405",5,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,1,7,1,,,,11,1,1,,10,1,2,,,0,0,2500,2500,0,0,0,0,0,0,0,5000,1,1,,,,,,2,
"0025-001",2,2,"007406",6,,2,2,1,1,,,1,1,,,1,1,,,,5,1,6,1,4,1,,,,11,1,1,,10,1,2,,,0,0,1500,2500,0,0,0,0,0,0,0,4000,1,1,,,,,,2,
"0025-008",2,2,"007400108",2,,1,,1,1,,,1,1,,,1,1,,,,12,3,6,2,,2,2,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0025-008",2,2,"4002500801",1,,2,2,1,1,,"NYIKA",1,1,,"NYIKA",1,1,,,,10,2,6,2,,2,2,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0025-008",2,2,"4002500803",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0025-008",2,2,"4002500804",4,,2,2,1,1,,,1,1,,,1,1,,,,8,1,5,1,8,1,,,,13,1,1,,6,1,2,,,0,0,2000,2500,0,1000,0,0,0,0,0,5500,1,1,,,,,,2,
"0026-001",2,2,"007601",1,,1,,1,1,,,1,1,,,1,1,,,,4,1,10,2,,2,2,,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0026-001",2,2,"007603",2,,1,,1,1,,,1,1,,,1,1,,,,8,2,7,2,,2,2,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0026-001",2,2,"007605",4,,2,2,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0026-001",2,2,"007607",6,,1,,1,1,,,1,1,,,1,1,,,,11,3,6,1,10,1,,,,22,1,1,,30,1,2,,,0,0,6000,0,0,5000,0,0,0,0,31000,42000,2,,,,1,1,,2,
"0026-001",2,2,"007608",7,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,1,9,1,,,,22,1,1,,30,1,2,,,0,0,4500,3800,0,6000,0,0,0,0,30000,44300,2,,,,1,2,,2,
"0026-003",2,2,"007604",2,,1,,1,1,,,1,1,,,1,1,,,,12,3,6,2,,2,2,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0026-003",2,2,"4002600301",1,,1,,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,1,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0026-003",2,2,"4002600303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0026-005",2,2,"007606",1,,1,,1,1,,,1,1,,,1,1,,,,10,3,6,2,,2,4,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0026-005",2,2,"4002600502",2,,1,,1,1,,,1,1,,,1,1,,,,11,3,7,2,,2,2,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0026-005",2,2,"4002600503",3,,1,,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0027-008",2,4,"007609",1,,2,2,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,2,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0027-008",2,4,"3002300802",2,,1,,1,1,,,1,1,,,1,1,,,,11,3,6,2,,2,4,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0027-008",2,4,"3002300803",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0028-001",2,2,"007801",1,,2,2,1,1,,,1,1,,,1,1,,,,22,6,7,2,,2,1,,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0028-001",2,2,"007802",2,,1,,1,1,,,1,1,,,1,1,,,,12,3,7,2,,2,7,,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0029-003",2,2,"007803",1,,2,2,1,1,,,1,1,,,1,1,,,,12,3,6,2,,2,2,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"0029-003",2,2,"3002400302",2,,1,,1,1,,,1,1,,,1,1,,,,12,3,6,2,,2,4,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0029-003",2,2,"3002400303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0029-003",2,2,"4002900304",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0029-003",2,2,"4002900305",5,,2,2,1,4,4,,1,4,4,,1,1,,,,9,1,6,1,8,1,,,,25,1,1,,30,1,1,1,,13500,0,1000,0,0,0,0,0,0,0,0,14500,1,1,,,,,,2,
"0029-003",2,2,"4002900306",6,,2,2,1,1,,,1,1,,,1,1,,,,7,1,6,1,6,1,,,,11,1,1,,15,1,2,,,0,0,4500,0,0,7500,0,0,3000,0,0,15000,1,1,,,,,,2,
"0030-001",2,2,"008001",1,,1,,1,1,,"CHIBANDYA",1,1,,"CHIBANDYA",1,1,,,,8,1,6,2,,2,4,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0030-001",2,2,"008003",2,,2,1,1,1,,,1,1,,,1,1,,,,12,3,6,2,,2,7,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0032-004",2,2,"008004",2,,1,,1,1,,,1,1,,,1,1,,,,12,4,6,1,11,1,,,,25,1,1,,60,1,2,,,27000,0,3000,4200,0,0,0,0,0,0,0,34200,1,1,2,,,,,2,
"0032-004",2,2,"3002500401",1,,1,,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,6,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"0032-004",2,2,"3002500403",3,,2,2,2,,,,2,,,,1,1,,,,1,1,4,1,1,1,,,,13,1,1,,30,1,2,,,0,0,1000,1800,0,500,0,0,300,0,0,3600,1,1,2,,,,,2,
"0032-004",2,2,"4003200404",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0033-001",2,2,"008201",1,,1,,1,1,,,1,1,,,1,1,,,,8,2,6,2,,2,2,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0033-001",2,2,"008202",2,,1,,1,1,,,1,1,,,1,1,,,,8,2,6,2,,2,2,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0033-001",2,2,"008203",3,,2,2,1,1,,,1,1,,,1,1,,,,8,1,7,1,7,1,,,,11,1,1,,15,1,2,,,0,0,1800,0,0,250,0,0,3000,0,0,5050,1,1,2,,,,,2,
"0033-001",2,2,"008204",4,,2,1,1,1,,,1,1,,,1,1,,,,8,1,7,1,7,1,,,,11,1,1,,15,1,2,,,0,0,1800,0,0,250,0,0,3000,0,0,5050,1,1,2,,,,,2,
"0033-001",2,2,"008205",5,,2,1,1,1,,,1,1,,,1,1,,,,6,1,6,1,5,1,,,,11,1,1,,15,1,2,,,0,0,1800,0,0,250,0,0,3000,0,0,5050,1,1,2,,,,,2,
"0033-001",2,2,"008206",6,,2,1,1,1,,,1,1,,,1,1,,,,5,1,6,1,5,1,,,,11,1,1,,15,1,2,,,0,0,1800,0,0,250,0,0,3000,0,0,5050,1,1,2,,,,,2,
"0033-001",2,2,"008207",7,,2,1,1,1,,,1,1,,,1,1,,,,4,1,6,1,3,1,,,,11,1,1,,15,1,2,,,0,0,1800,1800,0,250,0,0,3000,0,0,6850,1,1,2,,,,,2,
"0033-001",2,2,"008208",8,,2,1,1,1,,,1,1,,,1,1,,,,6,1,6,1,5,1,,,,11,1,1,,15,1,2,,,0,0,1800,0,0,250,0,0,3000,0,0,5050,1,1,2,,,,,2,
"0033-001",2,2,"3002600109",9,,2,1,1,1,,,1,1,,,1,1,,,,3,1,6,1,2,1,,,,11,1,1,,15,1,2,,,0,0,1800,1800,0,250,0,0,3000,0,0,6850,1,1,2,,,,,2,
"0033-001",2,2,"4003300110",10,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0034-001",2,2,"008400110",8,,2,1,2,,,,2,,,,1,1,,,,2,1,6,1,2,1,,,,13,1,1,,30,1,2,,,0,0,900,3000,0,0,0,0,150,0,0,4050,1,1,2,,,,,2,
"0034-001",2,2,"008401",1,,1,,1,1,,,1,1,,,2,1,,,,10,3,6,2,,2,2,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0034-001",2,2,"008402",2,,2,1,2,,,,2,,,,1,1,,,,4,1,6,2,,2,2,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0034-001",2,2,"008405",4,,1,,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,1,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0034-001",2,2,"008406",5,,2,1,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,1,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0034-001",2,2,"008408",6,,2,1,1,1,,,1,1,,,1,1,,,,7,1,6,1,6,1,,,,13,1,1,,30,1,2,,,0,0,3000,3500,0,2000,0,0,3000,0,0,11500,1,1,2,,,,,2,
"0034-001",2,2,"008409",7,,2,1,1,1,,,1,1,,,1,1,,,,6,1,6,1,5,1,,,,13,1,1,,30,1,2,,,0,0,3000,2500,0,2000,0,0,3000,0,0,10500,1,1,2,,,,,2,
"0034-004",2,2,"008404",1,,1,,1,1,,,1,1,,,1,1,,,,20,4,6,1,20,1,,,,32,2,,,,,2,,,300000,0,50000,0,30000,0,16000,0,0,35000,0,431000,1,1,,,,,,1,1
"0035-002",2,2,"008600107",6,,2,1,1,1,,,1,1,,,1,1,,,,3,1,6,1,2,1,,,,11,1,1,,30,1,2,,,0,0,1000,1500,0,500,0,0,450,0,0,3450,1,1,8,,,,,2,
"0035-002",2,2,"008602",1,,1,,1,1,,,1,1,,,1,1,,,,10,3,5,2,,2,2,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0035-002",2,2,"008603",2,,2,1,1,1,,,1,1,,,1,1,,,,12,3,5,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0035-002",2,2,"008604",3,,2,1,1,1,,,1,1,,,1,1,,,,11,2,6,1,10,1,,,,22,1,1,,120,1,2,,,36000,0,4000,4000,25000,0,0,0,0,0,0,69000,1,1,8,,,,,2,
"0035-002",2,2,"008605",4,,2,1,1,1,,,1,1,,,1,1,,,,9,2,6,1,8,1,,,,13,1,1,,30,1,2,,,0,0,3000,0,0,500,0,0,5000,0,0,8500,1,1,8,,,,,2,
"0035-002",2,2,"008606",5,,2,1,1,1,,,1,1,,,1,1,,,,4,1,6,1,3,1,,,,13,1,1,,30,1,2,,,0,0,2000,0,0,500,0,0,3000,0,0,5500,1,1,8,,,,,2,
"0035-002",2,2,"3002800208",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0035-002",2,2,"4003500208",8,,2,1,1,1,,,1,1,,,1,1,,,,12,1,6,2,,2,2,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0036-001",2,2,"008801",1,,1,,2,,,,2,,,,1,1,,,,2,1,8,2,,2,2,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0036-001",2,2,"4003600102",2,,1,,2,,,,2,,,,1,1,,,,2,1,6,1,1,1,,,,11,1,1,,7,1,2,,,0,0,500,1500,0,500,0,0,300,0,0,2800,2,,,,1,1,,2,
"0036-002",2,2,"008802",2,,2,3,1,1,,,1,1,,,1,1,,,,12,3,6,2,,2,2,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0036-002",2,2,"4003600203",3,,1,,1,1,,"DEMBA",1,1,,"DEMBA",1,1,,,,10,1,6,2,,2,2,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0036-002",2,2,"4003600204",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0037-004",2,2,"008804",2,,1,,2,,,,2,,,,1,1,,,,2,1,7,2,,2,8,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0037-004",2,2,"008807",3,,1,,1,1,,"NYIKA",1,1,,"NYIKA",1,1,,,,4,1,6,1,4,1,,,,13,1,1,,20,1,1,2,,0,0,1500,0,0,500,0,0,0,0,0,2000,1,1,,,,,,2,
"0037-004",2,2,"3002900401",1,,2,2,1,1,,,1,1,,,1,1,,,,7,1,7,2,,2,7,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0037-004",2,2,"3002900404",4,,2,2,2,,,,2,,,,2,1,,,,1,1,7,2,,1,,,,13,1,1,,25,1,2,,,0,0,500,0,0,500,0,0,0,0,0,1000,1,1,,,,,,2,
"0037-004",2,2,"3002900405",5,,2,2,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0037-004",2,2,"4003700406",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0038-001",2,2,"009001",1,,2,2,1,1,,,1,1,,,1,1,,,,23,6,6,2,,2,1,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"0038-001",2,2,"009002",2,,1,,1,1,,,1,1,,,1,1,,,,10,3,6,2,,2,9,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"0038-001",2,2,"009003",3,,2,2,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"0038-001",2,2,"009004",4,,2,2,1,1,,,1,1,,,1,1,,,,12,3,6,1,12,1,,,,26,1,1,,10,1,2,,,27000,0,12000,4000,0,0,0,0,0,0,0,43000,1,1,2,,,,,1,1
"0038-001",2,2,"009005",5,,2,2,1,1,,,1,1,,,1,1,,,,20,4,6,1,20,1,,,,32,2,,,,,2,,,45000,0,14000,0,45000,0,5000,0,0,0,80000,189000,1,1,2,,,,,1,1
"0038-001",2,2,"009006",6,,2,2,1,1,,,1,1,,,1,1,,,,11,3,6,1,11,1,,,,22,2,,,,,2,,,52500,0,12000,4000,52500,0,0,0,0,20000,0,141000,1,1,2,,,,,1,1
"0038-001",2,2,"009007",7,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,1,8,1,,,,11,1,1,,15,1,2,,,0,0,2000,2500,0,1500,0,0,1500,0,0,7500,1,1,2,,,,,2,
"0038-001",2,2,"009008",8,,2,2,1,1,,,1,1,,,1,1,,,,7,1,6,1,7,1,,,,11,1,1,,15,1,2,,,0,0,2000,2500,0,1500,0,0,1500,0,0,7500,1,1,2,,,,,2,
"0038-001",2,2,"009009",9,,2,2,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,15,1,2,,,0,0,1160,1500,0,1500,0,0,0,0,0,4160,1,1,2,,,,,2,
"0039-001",2,2,"009200109",7,,2,1,1,1,,,1,1,,,2,1,,,,1,1,6,1,1,1,,,,11,1,1,,30,1,1,1,,0,0,480,0,0,3000,0,0,150,0,0,3630,1,1,2,,,,,2,
"0039-001",2,2,"009201",1,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0039-001",2,2,"009202",2,,1,,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,2,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0039-001",2,2,"009203",3,,2,1,1,1,,,1,1,,,1,1,,,,8,1,7,2,,2,7,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0039-001",2,2,"009206",4,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,1,6,1,,,,11,1,1,,5,1,2,,,0,0,2160,1500,0,3000,0,0,3000,0,0,9660,1,1,2,,,,,2,
"0039-001",2,2,"009207",5,,2,1,1,1,,,1,1,,,1,1,,,,5,1,6,1,5,1,,,,11,1,1,,30,1,2,,,0,0,2160,0,0,3000,0,0,3000,0,0,8160,1,1,,,,,,2,
"0039-001",2,2,"009208",6,,2,1,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,30,1,1,1,,0,0,1200,0,0,3000,0,0,3000,0,0,7200,1,1,,,,,,2,
"0039-001",2,2,"3003100110",8,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0039-004",2,2,"009204",4,,1,,1,4,13,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0039-004",2,2,"4003900411",11,,2,4,1,4,13,,1,4,13,,1,1,,,,7,1,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0039-005",2,2,"009205",1,,1,,1,1,,,1,1,,,1,1,,,,8,1,5,2,,2,4,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0039-005",2,2,"4003900502",2,,1,,1,1,,,1,1,,,1,1,,,,6,1,4,2,,2,7,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0040-001",2,2,"009400104",4,,2,2,1,1,,,1,1,,,1,1,,,,2,1,6,1,2,1,,,,11,1,1,,20,1,2,,,0,0,480,1500,0,3000,0,0,150,0,0,5130,1,1,2,,,,,2,
"0040-001",2,2,"009401",1,,2,2,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"0040-001",2,2,"009402",2,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,7,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0040-001",2,2,"009403",3,,2,2,1,1,,,1,1,,,1,1,,,,5,1,6,1,5,1,,,,11,1,1,,20,1,2,,,0,0,2160,1500,0,3000,0,0,3000,0,0,9660,1,1,2,,,,,2,
"0040-001",2,2,"3003200105",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0041-001",2,2,"009600106",6,,2,1,1,1,,,1,1,,,1,1,,,,2,1,6,1,2,1,,,,11,1,1,,10,1,2,,,0,0,600,1500,0,1500,0,0,150,0,0,3750,1,1,,,,,,2,
"0041-001",2,2,"009601",1,,1,,1,1,,,1,1,,,1,1,,,,12,1,10,2,,2,7,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0041-001",2,2,"009602",2,,2,1,1,1,,,1,1,,,1,1,,,,8,2,6,2,,2,4,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0041-001",2,2,"009603",3,,2,1,1,1,,,1,1,,,1,1,,,,9,2,6,1,9,1,,,,22,1,1,,45,1,2,,,30000,0,3000,4000,0,0,0,0,0,0,0,37000,1,1,2,,,,,2,
"0041-001",2,2,"009604",4,,2,1,1,1,,,1,1,,,1,1,,,,8,1,6,1,8,1,,,,11,1,1,,10,1,2,,,0,0,2400,1500,0,1500,0,0,4500,0,0,9900,1,1,2,,,,,2,
"0041-001",2,2,"009605",5,,2,1,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,10,1,2,,,0,0,2400,1500,0,1500,0,0,1500,0,0,6900,1,1,2,,,,,2,
"0041-001",2,2,"4004100107",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0042-001",2,2,"022600202",2,,1,,2,,,,2,,,,2,1,,,,5,1,7,2,,2,9,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0042-001",2,2,"022602",1,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,4,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0042-001",2,2,"022603",3,,1,,1,1,,,1,1,,,1,1,,,,12,3,5,1,11,1,,,,22,1,2,,25,1,2,,,0,0,8000,6000,0,3000,0,0,15000,0,30000,62000,1,1,,,,,,2,
"0042-001",2,2,"022604",4,,2,1,1,1,,,1,1,,,1,1,,,,10,2,6,1,9,1,,,,22,1,2,,25,1,2,,,0,0,8000,6000,0,3000,0,0,0,0,30000,47000,1,1,,,,,,2,
"0043-001",2,2,"022801",1,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,2,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0043-001",2,2,"022803",3,,2,4,1,1,,,1,1,,,1,1,,,,6,1,6,1,6,1,,,,11,1,1,,20,1,2,,,0,0,4500,2300,0,1500,0,0,0,0,0,8300,1,1,,,,,,2,
"0043-001",2,2,"4004300104",4,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,4,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0043-001",2,2,"4004300105",5,,2,4,2,,,,2,,,,2,1,,,,2,1,6,1,1,1,,,,11,1,1,,10,1,2,,,0,0,500,1800,0,1500,0,0,0,0,0,3800,1,1,,,,,,2,
"0043-001",2,2,"4004300106",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0044-001",2,2,"023001",1,,1,,1,4,6,,1,4,6,,1,1,,,,8,2,11,2,,2,5,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0045-001",2,2,"023201",1,,1,,1,1,,,1,1,,,1,1,,,,4,1,8,2,,2,5,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0045-001",2,2,"023207",4,,2,1,2,,,,2,,,,1,1,,,,4,1,6,1,3,1,,,,11,1,1,,15,1,2,,,0,0,600,1500,0,1500,0,0,0,0,0,3600,1,1,,,,,,2,
"0045-001",2,2,"3003700108",6,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,4,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0045-003",2,2,"023204",1,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,9,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0045-003",2,2,"4004500302",2,,1,,1,1,,,1,1,,,1,1,,,,9,2,6,2,,2,2,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0045-003",2,2,"4004500303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0046-002",2,2,"023202",1,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,2,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0046-002",2,2,"023206",2,,1,,1,1,,,1,1,,,1,1,,,,11,2,6,1,10,1,,,,22,1,1,,30,1,2,,,30000,0,5000,0,0,0,0,0,0,0,0,35000,1,1,2,,,,,2,
"0046-002",2,2,"4004600203",3,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,1,4,1,,,,11,1,1,,20,1,2,,,0,0,2000,3000,0,1000,0,0,1500,0,0,7500,1,1,,,,,,2,
"0046-002",2,2,"4004600204",4,,1,,1,4,4,,1,1,,,1,1,,,,2,1,5,1,1,1,,,,11,1,1,,20,1,2,,,0,0,500,0,0,1500,0,0,450,0,0,2450,1,1,,,,,,2,
"0047-001",2,2,"023200302",2,,1,,2,,,,2,,,,1,1,,,,2,1,6,2,,2,7,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0047-001",2,2,"023200303",3,,2,2,2,,,,2,,,,2,1,,,,1,1,6,1,1,1,,,,11,1,1,,15,1,1,2,,0,0,2000,0,0,1650,0,0,0,0,0,3650,1,1,,,,,,2,
"0047-001",2,2,"023203",1,,1,,1,1,,,1,1,,,1,1,,,,3,1,6,2,,2,7,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0047-001",2,2,"3003800105",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0048-001",2,2,"023401",1,,1,,2,,,,2,,,,1,1,,,,5,1,6,2,,2,7,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0048-001",2,2,"023402",2,,2,1,2,,,,2,,,,1,1,,,,5,1,6,2,,2,9,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0048-001",2,2,"023403",3,,2,1,2,,,,2,,,,2,1,,,,3,1,6,1,3,1,,,,11,1,1,,15,1,1,2,,0,0,2000,0,0,1650,0,0,0,0,0,3650,1,2,,,,,,2,
"0048-001",2,2,"3003900104",4,,2,1,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0048-001",2,2,"3003900105",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
