"y4_hhid","qx_type","interview_status","PID","id_code","hh_e03","hh_e04","hh_e05","hh_e06","hh_e06_1a","hh_e06_1b","hh_e06_1c","hh_e06_2","hh_e06_3","hh_e06_4","hh_e06_5","hh_e06_6","hh_e06_8a","hh_e06_8b","hh_e07a","hh_e07a_1","hh_e07b","hh_e07c","hh_e08","hh_e09","hh_e10","hh_e11","hh_e12","hh_e13_1a","hh_e13_1b","hh_e14","hh_e15","hh_e15_oth","hh_e15_1","hh_e15_2","hh_e15_3","hh_e15_4","hh_e17_1","hh_e17_2","hh_e17_3","hh_e17_3_oth","hh_e17_4","hh_e17_5","hh_e17_6","hh_e17_6_oth","hh_e17_7","hh_e17_8","hh_e17_9","hh_e17_10","hh_e19a","hh_e19b","hh_e20a","hh_e20b","hh_e21","hh_e21_oth","hh_e21_1","hh_e21_2","hh_e21_3a","hh_e21_3b","hh_e21_3c","hh_e21_3d","hh_e21_3e","hh_e21_3f","hh_e21_3g","hh_e21_3h","hh_e21_3i","hh_e21_3_oth","hh_e21_4a","hh_e21_4b","hh_e21_4c","hh_e21_4d","hh_e21_4e","hh_e22","hh_e23","hh_e24","hh_e24_1","hh_e25","hh_e26a","hh_e26b","hh_e26_1a","hh_e26_1b","hh_e27","hh_e28a","hh_e28b","hh_e28_1a","hh_e28_1b","hh_e29","hh_e30","hh_e31","hh_e32","hh_e33","hh_e33_code","hh_e34","hh_e34_code","hh_e35","hh_e35_oth","hh_e35_1","hh_e35_2","hh_e35_3a","hh_e35_3b","hh_e35_3c","hh_e35_3d","hh_e35_3e","hh_e35_3f","hh_e35_3g","hh_e35_3h","hh_e35_3i","hh_e35_3_oth","hh_e35_4a","hh_e35_4b","hh_e35_4c","hh_e35_4d","hh_e35_4e","hh_e36","hh_e37","hh_e38","hh_e38_1","hh_e39","hh_e40a","hh_e40b","hh_e40_1a","hh_e40_1b","hh_e41","hh_e42a","hh_e42b","hh_e42_1a","hh_e42_1b","hh_e43","hh_e44","hh_e45","hh_e47a","hh_e47b","hh_e48a","hh_e48b","hh_e49","hh_e49_oth","hh_e50","hh_e51","hh_e52","hh_e52_1","hh_e53","hh_e54","hh_e56","hh_e57","hh_e58","hh_e59","hh_e59_1a","hh_e59_1b","hh_e60","hh_e61","hh_e62","hh_e63","hh_e64","hh_e65","hh_e66","hh_e67","hh_e68","hh_e69","hh_e70","hh_e71","hh_e71_oth"
"0009-002",1,1,"4000900202",2,1,,1,0,1,1,2,2,2,2,2,2,3,,24,3,1,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0009-002",1,1,"4000900203",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0010-001",1,1,"001701",1,1,,0,0,1,1,2,2,2,2,2,1,3,5,32,3,0,0,0,0,12,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,3,4,6,3000,"1","2",2,,,,,,2,2,,,2,,
"0010-001",1,1,"001700102",2,1,,1,3,1,1,2,2,2,2,2,1,3,5,32,3,0,0,0,0,10,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,3,4,6,3000,"1","2",1,3,2,1,2,3,2,2,,,2,,
"0010-001",1,1,"001700103",3,2,2,1,0,1,1,2,2,2,2,2,1,3,5,32,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,3,4,2,3000,"2","3",2,,,,,,2,2,,,2,,
"0010-001",1,1,"001700104",4,2,2,1,0,1,1,2,2,2,2,2,1,3,5,20,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,3,4,2,3000,"2","4",2,,,,,,2,2,,,2,,
"0010-001",1,1,"001700105",5,2,2,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0010-001",1,1,"001700106",6,2,2,1,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0010-001",1,1,"3001000107",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0010-001",1,1,"3001000108",8,2,2,1,0,1,1,2,2,2,2,2,1,3,5,20,4,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,3,4,3,2000,"2","8",2,,,,,,2,2,,,2,,
"0010-001",1,1,"4001000109",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0011-001",1,1,"001901",1,1,,1,1,1,2,2,2,2,2,2,1,3,,36,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,6,2,5,1500,"1",".",2,,,,,,2,2,,,2,,
"0011-001",1,1,"001903",3,2,1,1,0,1,2,2,2,2,2,2,2,3,,20,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0011-001",1,1,"001900104",4,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0012-001",1,1,"002101",1,1,,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0013-001",1,1,"002301",1,1,,0.5,0,1,1,2,2,2,2,2,2,3,,30,3,14,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0013-001",1,1,"002302",2,1,,1,2,1,1,2,2,2,2,2,1,3,,30,3,12,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,3,3,4,600,"1","2",1,3,2,1,2,3,2,2,,,2,,
"0013-004",1,1,"4001300401",1,1,,0,0,1,1,2,1,2,2,2,1,3,,18,3,10,0,10,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,3,2,2,1500,"1","2",1,5,0,2,2,5,2,2,,,2,,
"0013-004",1,1,"002304",2,1,,1,1,1,1,2,2,2,2,2,2,3,,20,3,10,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0013-004",1,1,"4001300403",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0014-001",1,1,"002501",1,1,,0.5,0,2,1,2,1,2,2,2,2,2,,0,,2,0,40,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0014-001",1,1,"002500103",3,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0014-001",1,1,"4001400104",4,1,,0.5,0,2,2,2,1,2,2,2,2,2,,0,,0,0,45,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0014-001",1,1,"4001400105",5,2,1,0.5,0,2,1,2,2,2,2,2,2,2,,0,,6,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0014-001",1,1,"4001400106",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0014-002",1,1,"002502",1,1,,0.5,0,1,1,2,1,2,2,2,2,3,2,18,3,8,0,20,0,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0014-002",1,1,"4001400202",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0015-001",1,1,"002701",1,2,3,0,0,1,2,2,2,2,1,2,2,1,3,0,,0,0,0,0,0,49,0,1,,,,,,,,,,,,,,,,,,,,,"STAFF LABOUR AT THE HOSPITAL",55,"STAFF LABOUR",1,11,,5,1,1,1,1,0,1,1,0,0,0,,0,0,0,0,0,12,4,42,42,75000,1,5,1,,24,6,5,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0015-001",1,1,"3001500102",2,1,,2,0,1,1,2,2,2,2,2,2,3,,12,3,7,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0015-001",1,1,"3001500103",3,2,2,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0015-001",1,1,"3001500104",4,2,2,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0015-001",1,1,"002703",5,2,2,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0015-001",1,1,"3001500107",7,2,1,0,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0017-001",1,1,"002901",1,1,,0,0,1,1,2,2,1,2,2,2,2,3,14,3,0,0,7,0,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,1,2,,,1,8,
"0017-001",1,1,"002902",2,1,,3,0,1,1,2,1,2,2,2,2,2,3,14,3,14,0,0,12,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0017-001",1,1,"002903",3,2,2,3,0,1,1,2,2,2,2,2,2,3,,3,3,4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0017-001",1,1,"002904",4,2,2,3,0,1,1,2,2,2,2,2,1,3,5,3,1,1,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,3,1,3,3000,"4",".",2,,,,,,2,2,,,2,,
"0017-001",1,1,"002905",5,2,2,0,0,1,1,2,2,2,2,2,2,3,,3,3,2,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0017-001",1,1,"3001600106",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0018-001",1,1,"003101",1,2,2,0,0,1,2,2,2,2,2,2,1,3,5,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,12,2,2,2000,"1","2",2,,,,,,2,2,,,,,
"0018-001",1,1,"003102",2,1,,3,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0018-001",1,1,"003104",4,2,2,0,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0018-001",1,1,"003105",5,2,2,0,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0018-001",1,1,"003106",6,2,2,2,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0018-001",1,1,"003100107",7,2,2,2,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0018-001",1,1,"4001800108",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0019-001",2,2,"006601",1,1,,3,2,1,2,2,2,2,2,2,1,3,5,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,2,2,5,2500,"1",".",2,,,,,,2,2,,,,,
"0019-001",2,2,"006600104",2,1,,0.2,0,1,2,2,2,2,2,2,1,3,5,4,2,0,0,0,0,7,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,6,4,5,1500,"1","2",1,2,2,0,1,10,2,2,,,2,,
"0019-001",2,2,"3001800105",3,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0019-001",2,2,"4001900104",4,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0020-002",2,2,"006602",1,1,,0,0,1,2,2,2,2,2,2,1,5,3,0,,0,0,0,0,8,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,12,3,5,500,"1","2",1,1,1,0,2,6,2,2,,,2,,
"0020-002",2,2,"3001800202",2,2,1,1,1,1,2,2,2,2,2,2,1,3,5,0,,0,0,0,0,6,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,9,3,5,500,"1","2",2,,,,,,2,2,,,2,,
"0020-002",2,2,"3001800203",3,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0020-002",2,2,"3001800204",4,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"0021-003",2,2,"3001800301",1,1,,0,0,1,1,2,2,2,2,2,1,3,5,1,2,0,0,0,0,7,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,5,3,4,3500,"1","2",2,,,,,,2,2,,,2,,
"0021-003",2,2,"006603",2,1,,0,0,1,1,2,2,2,2,2,1,3,5,3,2,0,0,0,0,0,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,3,3,3,2500,"1","2",2,,,,,,2,2,,,2,,
"0021-003",2,2,"3001800303",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"0022-001",2,2,"006801",1,2,3,0,0,1,2,2,2,2,2,2,1,3,5,3,2,0,0,0,0,3,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,10,4,3,2500,"1","2",2,,,,,,2,2,,,2,,
"0022-001",2,2,"006802",2,1,,3,0,1,2,2,2,2,2,2,2,3,,3,2,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",1,5,3,2,1,10,2,2,,,2,,
"0022-001",2,2,"006807",7,1,,0,0,1,2,2,2,2,2,2,2,3,,3,2,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0022-001",2,2,"006808",8,1,,3,0,1,2,2,2,2,2,2,2,3,,2,2,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"0022-001",2,2,"3001900109",9,1,,2,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
