"y4_hhid","y3_hhid","HHID","case_id","ea_id","panelweight_2019","panelweight_2016","panelweight_2013","hh_wgt","region","district","ta_code","reside","dist_to_IHPS2016location","dist_to_IHPSlocation","dist_to_IHS3location","hhsize","interview_status","qx_type","consent","hh_a11","hh_a22","hh_a23","hh_a31","hh_a37","hh_a40","interviewdate_v1","interviewdate_v2","hh_g09","hh_m00","hh_o0a","hh_s01","hh_w01","consumption_date"
"0083-003","0065-001",275,"103020100106","10302010",205.15087841663,1197.70580285964,,2874.49392686313,100,103,10302,2,0,0,0,5,1,1,1,2,4,25,1,,4,"2019-07-25","2019-10-18",2,1,2,2,2,"2019-07-25"
"0083-005","0065-001",275,"103020100106","10302010",103.492461014775,1197.70580285964,,2874.49392686313,100,103,10305,2,13,12,12,4,1,1,1,3,4,25,1,,4,"2019-07-29","2019-10-18",2,1,2,2,2,"2019-07-29"
"0083-007","0065-001",275,"103020100106","10302010",92.0847692892828,1197.70580285964,,2874.49392686313,100,103,10302,2,0,0,0,5,1,1,1,2,4,25,1,,4,"2019-07-24","2019-10-18",2,1,2,2,2,"2019-07-24"
"0084-006","0065-006",275,"103020100106","10302010",1177.61047205993,239.541160571928,1437.24696343157,2874.49392686313,100,103,10302,2,0,0,0,11,1,1,1,1,4,42,1,42,4,"2019-07-24","2019-10-19",1,1,1,2,2,"2019-07-24"
"0085-001","0066-001",277,"103020100054","10302010",304.452262308561,707.295981849271,,2829.18392739709,100,103,10303,2,0,9,8,18,1,1,1,1,4,42,1,42,4,"2019-07-29","2019-10-19",2,1,2,2,2,"2019-07-30"
"0086-003","0066-003",277,"103020100054","10302010",110.30165760164,235.76532728309,,2829.18392739709,100,103,10302,2,0,0,0,5,1,1,1,1,4,25,1,,4,"2019-07-25","2019-10-19",2,1,2,2,2,"2019-07-26"
"0087-006","0066-005",277,"103020100054","10302010",490.038483990304,235.76532728309,,2829.18392739709,100,103,10302,2,0,0,0,6,1,1,1,1,4,28,1,28,4,"2019-07-28","2019-10-19",2,1,2,2,2,"2019-07-28"
"0087-007","0066-005",277,"103020100054","10302010",51.747203249031,235.76532728309,,2829.18392739709,100,103,10302,2,0,0,0,11,1,1,1,2,4,28,1,28,4,"2019-07-29","2019-10-18",2,1,1,2,2,"2019-07-29"
"0087-014","0066-005",277,"103020100054","10302010",68.9489167646411,235.76532728309,,2829.18392739709,200,208,20806,2,251,250,249,4,3,1,1,1,,,1,68,13,,"2019-10-28",2,1,2,1,2,"2019-10-28"
"0088-007","0066-007",277,"103020100054","10302010",206.355990783545,235.76532728309,2829.18392739709,2829.18392739709,100,103,10302,2,0,0,0,7,1,1,1,1,4,25,1,,4,"2019-07-26","2019-10-18",2,1,2,2,2,"2019-07-26"
"0089-001","0067-001",279,"103020100047","10302010",950.471911599942,1411.45538630046,1411.45538630046,2822.91077260092,100,103,10302,2,0,0,0,6,1,1,1,1,4,25,1,,4,"2019-07-28","2019-10-18",2,1,2,2,2,"2019-07-28"
"0090-001","0068-001",281,"103020100034","10302010",263.02444665289,201.869778469487,,2826.17689857282,100,103,10302,2,0,0,0,7,1,1,1,1,4,28,1,28,4,"2019-07-25","2019-10-19",1,1,1,2,2,"2019-07-26"
"0091-002","0068-002",281,"103020100034","10302010",432.715951944434,1009.34889234743,,2826.17689857282,100,103,10302,2,0,0,0,8,1,1,1,1,4,42,1,42,4,"2019-07-26","2019-10-19",2,1,1,2,1,"2019-07-26"
"0092-003","0068-003",281,"103020100034","10302010",284.209853942767,201.869778469487,1413.08844928641,2826.17689857282,100,103,10302,2,0,0,0,6,1,1,1,1,4,59,1,59,4,"2019-07-25","2019-10-19",1,1,2,2,2,"2019-07-25"
"0093-001","0069-001",283,"103020100112","10302010",57.4018084363776,1431.99093861276,2863.98187722552,2863.98187722552,100,103,10302,2,0,0,0,15,1,1,1,1,4,59,1,59,4,"2019-07-29","2019-10-18",2,1,2,1,2,"2019-07-30"
"0093-002","0069-001",283,"103020100112","10302010",883.074639331454,1431.99093861276,2863.98187722552,2863.98187722552,100,103,10302,2,0,0,0,19,1,1,1,1,4,25,1,,4,"2019-07-27","2019-10-19",2,1,1,2,2,"2019-07-28"
"0093-015","0069-001",283,"103020100112","10302010",59.5574557489025,1431.99093861276,2863.98187722552,2863.98187722552,100,103,10302,2,0,0,0,7,1,1,1,1,4,59,1,59,4,"2019-07-29","2019-10-19",1,1,1,2,2,"2019-07-29"
"0094-001","0070-001",285,"103020100016","10302010",1035.59345336565,1415.96783046448,2831.93566092896,2831.93566092896,100,103,10302,2,0,0,0,12,1,1,1,1,4,59,1,42,4,"2019-07-27","2019-10-18",2,1,1,2,2,"2019-07-27"
"0095-001","0071-001",287,"103020100012","10302010",1790.85704296391,2748.94534811616,1374.47267405808,2748.94534811616,100,103,10302,2,0,0,0,12,1,1,1,1,4,42,1,42,4,"2019-07-25","2019-10-18",2,1,2,2,1,"2019-07-25"
"0096-001","0072-001",288,"103086360045","10308636",190.668926540908,571.207458099013,,2284.82983239605,100,103,10308,2,0,0,0,5,2,2,1,1,4,59,1,59,4,"2019-07-14","2019-10-01",2,1,1,2,2,"2019-10-01"
"0097-001","0073-001",290,"103086360054","10308636",436.371273733333,1125.7562689025,281.439067225626,2251.51253780501,100,103,10308,2,0,0,0,20,2,2,1,1,4,42,1,42,4,"2019-07-14","2019-10-03",2,1,2,2,2,"2019-10-03"
"0098-001","0074-001",290,"103086360054","10308636",320.930051991442,900.605015122004,,2251.51253780501,100,103,10312,2,0,0,10,5,4,2,1,1,,,1,59,4,,"2019-09-09",1,1,1,1,2,"2019-09-09"
"0099-007","0074-006",290,"103086360054","10308636",157.249589709668,225.151253780501,844.317201676879,2251.51253780501,100,103,10312,2,0,0,11,6,4,2,1,1,,,1,28,4,,"2019-09-23",2,1,2,2,2,"2019-09-23"
"0100-001","0075-001",292,"103086360009","10308636",1466.03603683695,1105.08198520038,2210.16397040076,2210.16397040076,100,103,10308,2,0,0,0,6,2,2,1,1,4,25,1,25,4,"2019-07-14","2019-10-01",1,1,1,2,2,"2019-10-01"
"0101-001","0076-001",294,"103086360099","10308636",1641.98744635803,1219.17965019005,1219.17965019005,2438.35930038011,100,103,10308,2,0,0,0,10,2,2,1,1,4,25,1,25,4,"2019-07-22","2019-10-02",2,1,1,2,2,"2019-10-02"
"0102-001","0077-001",296,"103086360117","10308636",1052.01713274894,978.133126719747,,2282.31062901274,100,103,10308,2,0,0,0,6,2,2,1,1,4,42,1,42,4,"2019-07-22","2019-10-02",1,1,2,2,2,"2019-10-02"
"0103-004","0077-004",296,"103086360117","10308636",190.809652168776,163.022187786624,2282.31062901274,2282.31062901274,100,103,10308,2,10,0,0,7,2,2,1,3,4,59,2,59,4,"2019-07-23","2019-10-02",2,1,1,2,1,"2019-10-02"
"0103-007","0077-004",296,"103086360117","10308636",96.3505988336756,163.022187786624,2282.31062901274,2282.31062901274,100,103,10308,2,0,8,7,6,2,2,1,1,4,59,1,59,4,"2019-07-22","2019-10-20",2,1,2,1,2,"2019-10-20"
"0104-001","0078-001",298,"103086360072","10308636",1560.15506149791,1183.57458309378,2367.14916618757,2367.14916618757,100,103,10308,2,0,0,0,5,2,2,1,1,4,42,1,42,4,"2019-07-14","2019-10-01",2,1,2,2,2,"2019-10-01"
"0105-001","0079-001",300,"103086360090","10308636",948.637459543419,2499.31249418566,1249.65624709283,2499.31249418566,100,103,10308,2,0,0,0,5,2,2,1,1,4,25,1,25,4,"2019-07-22","2019-10-02",2,1,2,2,2,"2019-10-02"
"0106-001","0080-001",302,"103086360126","10308636",862.705954131018,1228.26403982214,2456.52807964427,2456.52807964427,100,103,10308,2,0,0,0,14,2,2,1,1,4,25,1,25,4,"2019-07-14","2019-10-01",2,1,1,2,2,"2019-10-01"
"0107-001","0081-001",304,"103086360073","10308636",786.432719500301,2295.13579860617,1147.56789930308,2295.13579860617,100,103,10308,2,0,0,0,5,2,2,1,1,4,28,1,59,4,"2019-07-14","2019-10-03",1,1,1,2,2,"2019-10-03"
"0108-001","0082-001",306,"103086360153","10308636",826.278048503385,1215.0364079895,1215.0364079895,2430.072815979,100,103,10308,2,0,0,0,12,2,2,1,1,4,28,1,28,4,"2019-07-14","2019-10-03",2,1,2,2,2,"2019-10-03"
"0109-001","0083-001",308,"103086360162","10308636",494.720999273377,674.83709349448,,2249.45697831494,100,103,10308,2,0,0,0,7,2,2,1,1,4,42,1,42,4,"2019-07-22","2019-10-01",1,1,2,2,2,"2019-10-01"
"0110-005","0083-005",308,"103086360162","10308636",129.731451014346,449.891395662987,1124.72848915747,2249.45697831494,100,103,10308,2,0,0,0,8,2,2,1,2,4,28,1,28,4,"2019-07-23","2019-10-01",1,1,1,2,2,"2019-10-01"
"0110-007","0083-005",308,"103086360162","10308636",276.114546849669,449.891395662987,1124.72848915747,2249.45697831494,100,103,10308,2,0,0,0,4,2,2,1,1,4,28,1,28,4,"2019-07-14","2019-10-01",1,1,2,2,2,"2019-10-01"
"0111-002","0084-002",310,"103086360063","10308636",817.307412489962,1167.5820178428,2335.16403568561,2335.16403568561,100,103,10304,2,32,32,34,8,4,2,1,2,,,1,59,4,,"2019-10-19",1,1,1,2,1,"2019-10-19"
"0112-002","0085-002",312,"103086360036","10308636",1327.70465186497,1141.92385,1141.43277550948,2283.8477,100,103,10420,1,74,73,73,13,2,2,1,1,4,59,1,59,4,"2019-07-14","2019-10-01",1,1,2,1,2,"2019-10-01"
"0113-001","0086-001",314,"103086360081","10308636",783.828442779199,1114.69959131128,1114.69959131128,2229.39918262255,100,103,10308,2,0,0,0,10,2,2,1,1,4,59,1,28,4,"2019-07-22","2019-10-02",1,1,1,2,2,"2019-10-02"
"0114-001","0087-001",316,"103086360135","10308636",1333.4586374637,795.517084588147,,2386.55125376444,100,103,10308,2,0,0,0,6,2,2,1,1,4,28,1,28,4,"2019-07-22","2019-10-02",1,1,1,2,2,"2019-10-02"
"0115-006","0087-003",316,"103086360135","10308636",729.059598308292,397.758542294074,1193.27562688222,2386.55125376444,200,210,21048,1,237,272,271,1,2,2,1,4,18,86,1,92,18,"2019-07-26","2019-09-22",2,2,2,2,2,"2019-09-22"
"0116-002","0088-001",449,"105022680170","10502268",3704.58786443607,4583.74537727278,,5729.68172159098,100,105,10502,2,0,0,0,8,1,1,1,1,15,81,1,81,15,"2019-06-08","2019-09-18",2,1,1,1,1,"2019-06-08"
"0117-003","0088-003",449,"105022680170","10502268",1019.8269159795,572.968172159098,2864.84086079549,5729.68172159098,100,105,10502,2,6,13,14,3,5,1,1,3,15,81,,,,"2019-06-13",,2,1,2,1,1,"2019-06-14"
"0118-002","0089-002",451,"105022680375","10502268",2857.74410922611,820.373677182095,,6562.98941745676,100,105,10502,2,0,14,14,3,1,1,1,1,15,81,1,81,15,"2019-06-13","2019-09-20",1,1,2,2,2,"2019-06-13"
"0119-004","0089-003",451,"105022680375","10502268",5820.52471648877,1640.74735436419,,6562.98941745676,100,105,10502,2,14,0,0,3,1,1,1,1,15,53,1,53,15,"2019-06-07","2019-09-18",2,1,2,2,2,"2019-06-08"
"0120-001","0090-001",453,"105022680337","10502268",7512.41027282923,5606.64334600675,2803.32167300338,5606.64334600675,100,105,10502,2,0,0,0,5,1,1,1,1,15,81,1,81,15,"2019-06-07","2019-09-19",2,1,1,1,1,"2019-06-07"
"0120-005","0090-001",453,"105022680337","10502268",756.015864320738,5606.64334600675,2803.32167300338,5606.64334600675,100,105,10502,2,7,7,6,3,1,1,1,3,15,81,1,81,15,"2019-06-11","2019-09-18",2,1,2,1,2,"2019-06-12"
"0121-001","0092-001",457,"105022680036","10502268",9588.82815574356,2865.66288255119,2865.66288255119,5731.32576510237,100,105,10502,2,0,0,0,5,1,1,1,1,15,81,1,81,15,"2019-06-10","2019-11-07",2,1,2,2,2,"2019-06-10"
"0122-001","0093-001",459,"105022680323","10502268",21055.3796230228,2887.79183700378,11551.1673480151,5775.58367400756,100,105,10502,2,0,7,7,3,5,1,1,3,15,21,,,,"2019-06-13",,1,1,1,1,2,"2019-06-13"
"0123-001","0094-001",461,"105022680406","10502268",8559.06084243616,5390.3872539598,5390.3872539598,5390.3872539598,100,105,10502,2,0,0,0,2,1,1,1,1,15,21,1,21,15,"2019-06-08","2019-09-18",2,1,1,2,2,"2019-06-08"
"0124-001","0095-001",463,"105022680063","10502268",4969.39061182257,5752.40873552166,1917.46957850722,5752.40873552166,100,107,10502,2,0,0,0,9,1,1,1,1,15,21,1,21,15,"2019-06-07","2019-09-18",2,1,1,2,2,"2019-06-07"
"0126-001","0097-001",467,"105022680391","10502268",3114.33981184438,2822.7845954164,5645.5691908328,5645.5691908328,100,105,10502,2,0,0,0,5,1,1,1,1,15,21,1,21,15,"2019-06-10","2019-09-19",1,1,1,1,2,"2019-06-10"
"0126-003","0097-001",467,"105022680391","10502268",1537.18483761089,2822.7845954164,5645.5691908328,5645.5691908328,100,105,10502,2,0,0,0,6,1,1,1,2,15,21,1,21,15,"2019-06-11","2019-09-18",1,1,2,1,2,"2019-06-11"
"0127-001","0098-001",469,"105022680090","10502268",8505.93954155302,2684.03460492868,5368.06920985736,5368.06920985736,100,105,10502,2,0,0,0,5,1,1,1,1,15,40,1,40,15,"2019-06-07","2019-09-19",1,1,1,1,2,"2019-06-07"
"0128-001","0099-001",471,"105022680301","10502268",947.731555842524,5726.71833743142,,5726.71833743142,100,105,10502,2,0,0,0,6,1,1,1,1,15,40,1,40,15,"2019-06-08","2019-09-19",2,1,1,2,2,"2019-06-08"
"0129-007","0099-006",471,"105022680301","10502268",3206.41718364388,954.45305623857,2863.35916871571,5726.71833743142,300,315,31539,1,0,513,513,8,1,1,1,2,17,69,1,74,17,"2019-06-27","2019-10-25",2,1,1,2,2,"2019-06-28"
"0129-013","0099-006",471,"105022680301","10502268",481.832310959866,954.45305623857,2863.35916871571,5726.71833743142,300,315,31539,1,0,513,513,2,1,1,1,1,17,84,1,52,17,"2019-06-28","2019-10-25",1,1,2,1,2,"2019-06-28"
"0130-002","0100-002",473,"105022680216","10502268",8272.75481060884,5307.56118782106,5307.56118782106,5307.56118782106,100,105,10502,2,0,0,0,1,1,1,1,1,15,40,1,40,15,"2019-06-12","2019-09-18",2,1,1,2,2,"2019-06-12"
"0131-001","0101-001",475,"105022680273","10502268",2271.92637244471,5479.39558499923,2739.69779249961,5479.39558499923,100,105,10502,2,20,42,41,2,1,1,1,2,15,53,1,53,15,"2019-07-25","2019-10-14",2,1,1,2,2,"2019-07-25"
"0131-002","0101-001",475,"105022680273","10502268",2786.21063784498,5479.39558499923,2739.69779249961,5479.39558499923,100,105,10502,2,0,21,20,4,3,1,1,1,,,1,21,15,,"2019-11-02",2,1,2,2,2,"2019-11-02"
"0132-001","0102-001",477,"105022680242","10502268",2277.22984941891,3832.40514974766,,5748.60772462149,100,105,10502,2,0,0,0,3,1,1,1,1,15,40,1,40,15,"2019-06-10","2019-09-18",1,1,1,2,2,"2019-06-10"
"0133-004","0102-003",477,"105022680242","10502268",3221.82068044368,958.101287436915,1916.20257487383,5748.60772462149,100,107,10736,1,0,31,30,1,1,1,1,1,15,21,1,21,15,"2019-06-14","2019-09-24",2,1,2,2,2,"2019-06-14"
"0134-001","0103-001",477,"105022680242","10502268",2105.93143304689,5748.60772462149,1916.20257487383,5748.60772462149,100,105,10502,2,0,0,0,1,1,1,1,1,15,40,1,40,15,"2019-06-11","2019-09-18",1,1,2,2,2,"2019-06-11"
"0135-001","0104-001",478,"105053100076","10505310",3225.92136318934,2958.7665007059,2958.7665007059,5917.53300141181,100,105,10505,2,0,0,0,7,2,2,1,1,15,81,1,81,15,"2019-05-07","2019-08-23",2,1,2,1,2,"2019-08-24"
"0135-002","0104-001",478,"105053100076","10505310",1709.50953374119,2958.7665007059,2958.7665007059,5917.53300141181,100,107,10732,1,62,61,62,5,2,2,1,1,15,40,2,40,15,"2019-06-15","2019-10-08",2,1,1,1,2,"2019-10-08"
"0136-001","0105-001",479,"105022680376","10502268",4406.3912715473,3116.137925,,6232.27585,100,105,10502,2,0,0,0,2,1,1,1,1,15,53,1,53,15,"2019-06-07","2019-09-18",2,1,2,2,2,"2019-06-07"
"0137-002","0105-002",479,"105022680376","10502268",823.765412567476,765.254744161914,,6122.03795329531,100,105,10502,2,0,0,0,2,1,1,1,1,15,53,1,53,15,"2019-06-10","2019-09-23",1,1,2,1,2,"2019-06-10"
"0138-004","0105-004",479,"105022680376","10502268",8075.21795811131,765.254744161914,3116.137925,6122.03795329531,100,105,10502,2,0,14,14,6,1,1,1,1,15,53,1,53,15,"2019-06-08","2019-09-20",2,1,1,2,2,"2019-06-08"
"0139-002","0106-001",480,"105053100031","10505310",5686.33884006527,4310.49735,5755.46732996692,4310.49735,100,105,10505,2,0,0,0,3,2,2,1,1,15,40,1,81,15,"2019-05-08","2019-08-26",2,1,1,2,1,"2019-08-26"
"0140-001","0107-001",482,"105053100093","10505310",3454.45386201076,5705.03149540587,2852.51574770293,5705.03149540587,100,105,10505,2,0,0,0,7,2,2,1,1,15,40,1,40,15,"2019-05-10","2019-08-26",2,1,1,1,2,"2019-08-26"
"0140-004","0107-001",482,"105053100093","10505310",1145.43054800637,5705.03149540587,2852.51574770293,5705.03149540587,100,105,10509,2,7,7,7,2,4,2,1,1,,,1,40,15,,"2019-10-15",2,1,2,2,2,"2019-10-15"
"0141-001","0108-001",484,"105053100042","10505310",4570.68540283038,2827.69080567902,5655.38161135805,5655.38161135805,100,105,10505,2,0,0,0,4,2,2,1,1,15,40,1,40,15,"2019-05-07","2019-08-26",1,1,1,2,2,"2019-08-26"
"0141-003","0108-001",484,"105053100042","10505310",768.284899621969,2827.69080567902,5655.38161135805,5655.38161135805,100,105,10505,2,25,25,26,8,2,2,1,3,15,21,1,21,15,"2019-05-20","2019-08-27",2,1,2,2,2,"2019-08-27"
"0141-004","0108-001",484,"105053100042","10505310",771.578725558183,2827.69080567902,5655.38161135805,5655.38161135805,100,105,10502,2,23,23,23,5,2,2,1,3,15,21,1,21,15,"2019-07-25","2019-10-14",2,1,2,2,2,"2019-10-14"
"0141-007","0108-001",484,"105053100042","10505310",775.735938519164,2827.69080567902,5655.38161135805,5655.38161135805,100,105,10505,2,25,25,26,4,2,2,1,3,15,81,1,81,15,"2019-05-20","2019-08-27",2,1,2,2,2,"2019-08-27"
"0142-001","0109-001",486,"105053100116","10505310",3897.45864700578,5655.88652538755,5655.88652538755,5655.88652538755,100,105,10505,2,0,0,0,3,2,2,1,1,15,40,1,40,15,"2019-05-09","2019-08-25",2,1,1,1,2,"2019-08-25"
"0142-003","0109-001",486,"105053100116","10505310",672.9526925946,5655.88652538755,5655.88652538755,5655.88652538755,100,105,10505,2,0,0,0,7,2,2,1,3,15,40,1,40,15,"2019-05-20","2019-08-27",2,1,2,2,2,"2019-08-27"
"0142-004","0109-001",486,"105053100116","10505310",706.06134909525,5655.88652538755,5655.88652538755,5655.88652538755,100,105,10505,2,0,0,0,3,2,2,1,2,15,53,1,40,15,"2019-05-10","2019-08-25",1,1,2,1,2,"2019-08-25"
"0142-005","0109-001",486,"105053100116","10505310",685.664021232498,5655.88652538755,5655.88652538755,5655.88652538755,100,105,10505,2,0,0,0,4,2,2,1,1,15,40,1,40,15,"2019-07-26","2019-11-02",1,1,2,1,2,"2019-11-02"
"0142-006","0109-001",486,"105053100116","10505310",666.412115668735,5655.88652538755,5655.88652538755,5655.88652538755,100,105,10505,2,0,0,0,2,2,2,1,2,15,40,1,40,15,"2019-05-09","2019-08-25",2,1,2,2,2,"2019-08-25"
"0143-001","0110-001",488,"105053100003","10505310",5431.53615464955,4947.05379715626,,5653.77576817858,100,105,10505,2,0,0,0,6,2,2,1,1,15,40,1,40,15,"2019-05-06","2019-08-24",1,1,1,1,2,"2019-08-24"
"0143-004","0110-001",488,"105053100003","10505310",472.954133948126,4947.05379715626,,5653.77576817858,100,105,10505,2,0,0,0,3,2,2,1,1,15,40,1,40,15,"2019-05-06","2019-08-23",1,1,2,1,2,"2019-08-24"
"0143-006","0110-001",488,"105053100003","10505310",452.154056853025,4947.05379715626,,5653.77576817858,100,105,10505,2,0,0,0,2,2,2,1,1,15,40,1,40,15,"2019-05-07","2019-08-23",1,1,2,2,2,"2019-08-23"
"0144-003","0110-003",488,"105053100003","10505310",1017.33594994299,353.360985511161,5653.77576817858,5653.77576817858,100,105,10505,2,0,32,31,5,2,2,1,1,15,21,1,21,15,"2019-05-10","2019-08-25",1,1,2,2,2,"2019-08-25"
"0145-001","0111-001",490,"105053100025","10505310",3770.4796095291,2278.33235980057,,5695.83089950141,100,105,10505,2,0,0,0,5,2,2,1,2,15,21,1,21,15,"2019-05-07","2019-08-23",2,1,1,2,2,"2019-08-23"
"0145-009","0111-001",490,"105053100025","10505310",965.636148611366,2278.33235980057,,5695.83089950141,100,105,10505,2,0,0,5,5,2,2,1,2,15,21,1,21,15,"2019-05-08","2019-08-24",2,1,2,2,2,"2019-08-24"
"0147-001","0112-001",492,"105053100020","10505310",9905.13432358882,2859.68198802139,2859.68198802139,5719.36397604277,100,105,10505,2,0,0,0,5,2,2,1,2,15,21,1,21,15,"2019-05-06","2019-08-24",2,1,2,2,2,"2019-08-24"
"0148-002","0113-001",494,"105053100071","10505310",2823.91045274388,2723.15554624663,5446.31109249327,5446.31109249327,100,105,10505,2,0,0,0,1,2,2,1,1,15,21,1,21,15,"2019-05-06","2019-08-26",2,1,1,2,1,"2019-08-26"
"0148-003","0113-001",494,"105053100071","10505310",1604.79170404774,2723.15554624663,5446.31109249327,5446.31109249327,100,105,10505,2,0,0,0,6,2,2,1,3,15,21,1,21,15,"2019-05-07","2019-08-24",2,1,1,1,2,"2019-08-24"
"0148-004","0113-001",494,"105053100071","10505310",1490.90326053467,2723.15554624663,5446.31109249327,5446.31109249327,100,105,10505,2,0,0,0,6,2,2,1,2,15,21,1,21,15,"2019-05-09","2019-08-26",2,1,1,2,1,"2019-08-26"
"0149-001","0114-001",496,"105053100048","10505310",4912.23676677576,5807.85571246941,2903.92785623471,5807.85571246941,100,105,10505,2,0,0,0,5,2,2,1,1,15,81,1,81,15,"2019-05-08","2019-08-23",2,1,2,2,2,"2019-08-23"
"0150-001","0115-001",498,"105053100054","10505310",4558.40395114693,2823.07701327986,5646.15402655973,5646.15402655973,100,105,10505,2,0,0,0,6,2,2,1,2,15,81,1,81,15,"2019-05-09","2019-08-25",2,1,2,1,2,"2019-08-25"
"0151-001","0116-001",500,"105053100065","10505310",3665.21813322809,2911.378942706,2911.378942706,5822.75788541201,100,105,10505,2,0,0,0,6,2,2,1,1,15,81,1,81,15,"2019-05-06","2019-08-25",2,1,2,1,2,"2019-08-25"
"0151-006","0116-001",500,"105053100065","10505310",955.256486059268,2911.378942706,2911.378942706,5822.75788541201,200,210,21053,1,300,300,300,7,4,2,1,1,,,1,45,18,,"2019-10-25",1,1,1,2,2,"2019-10-25"
"0152-001","0117-001",502,"105053100099","10505310",3112.11407712331,2881.88894408571,2881.88894408571,5763.77788817142,100,105,10505,2,0,0,0,8,2,2,1,1,15,81,1,81,15,"2019-05-10","2019-08-24",2,1,1,2,2,"2019-08-24"
"0152-002","0117-001",502,"105053100099","10505310",1636.92916767659,2881.88894408571,2881.88894408571,5763.77788817142,100,107,10732,1,60,60,59,1,2,2,1,3,15,81,1,81,15,"2019-07-14","2019-10-12",2,1,1,1,2,"2019-10-12"
"0152-008","0117-001",502,"105053100099","10505310",1136.4207771161,2881.88894408571,2881.88894408571,5763.77788817142,100,102,10220,1,163,163,164,7,4,2,1,4,,,2,64,14,,"2019-10-17",1,1,2,2,1,"2019-10-17"
"0153-001","0118-001",504,"105053100088","10505310",3104.74678800832,4766.37068273617,,5719.6448192834,100,105,10505,2,0,0,0,6,2,2,1,2,15,53,1,53,15,"2019-05-07","2019-08-24",2,1,2,2,2,"2019-08-27"
"0154-005","0118-005",504,"105053100088","10505310",1707.62939016181,476.637068273617,2859.8224096417,5719.6448192834,100,105,10509,2,0,19,18,3,2,2,1,3,15,53,1,53,15,"2019-05-09","2019-08-26",2,1,2,2,2,"2019-08-26"
"0155-001","0119-001",506,"105053100008","10505310",4483.50556671594,2814.84899409531,2814.84899409531,5629.69798819062,100,105,10505,2,0,0,0,11,2,2,1,1,15,53,1,53,15,"2019-05-06","2019-08-24",2,1,2,2,2,"2019-08-25"
"0156-003","0120-003",508,"105053100110","10505310",3084.6535770589,1398.44360203816,,5593.77440815263,100,105,10505,2,0,0,0,6,2,2,1,2,15,53,1,53,15,"2019-05-08","2019-08-23",2,1,2,2,2,"2019-08-23"
